"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 14651318.8998172 15351629333.3516 1845.9647402482 0.812367410807421 0.443401083297032 17.6947415832375 106.297547467299 0.996304738289268 1.712809908626 119.199378971403 82.0053854985958
"2" 14010359.049207 13219393342.776 1604.50320874899 0.812343751294965 0.443401081602712 17.4247363269666 109.344075234729 0.99634691461194 1.71480133284737 144.787992177457 116.621178116345
"3" 10655133.6667549 14973222799.2091 1935.26064322749 0.812382111975955 0.44340109897334 18.7652384423774 120.237076400584 0.996433960230187 1.71512372544672 119.297197559426 88.645218933005
"4" 9327654.3376491 9899489968.60487 1589.98177126679 0.812336926789674 0.443401057366424 17.0079881877871 104.042077649377 0.996383058499198 1.71710209708954 156.628907942941 126.940793718974
"5" 4512600.15823564 4236260913.91537 1329.02863704997 0.812324277999396 0.443401061667423 16.9956312762724 98.0055908704095 0.996134755710048 1.7071259170465 99.1685344797886 71.6036039223038
"6" 8818328.2906086 7944097014.28224 1603.04840742126 0.812378688050619 0.443401098968211 17.2498216079458 101.370326575686 0.996270295647138 1.71131841080068 105.169650131166 85.0455535285413
"7" 9588522.51034589 9308093703.38058 1592.72344958732 0.812346487196351 0.44340107545594 17.8501917349334 114.310620658389 0.996439240725315 1.71620475380347 131.831328709454 124.729438308644
"8" 7002191.83076591 8066610132.46957 1564.60181184412 0.812355393525593 0.443401079364799 17.985570902895 114.769234509109 0.996338719579703 1.71190865683645 114.835777263439 80.2551140100759
"9" 7724449.41712247 8056382890.62745 1553.9788093641 0.812352249355544 0.443401077049645 17.5250136783139 107.72033557189 0.996308628291253 1.71313770105699 124.251717078993 91.8320805234469
"10" 12777779.0025328 11843334779.2451 1586.858906736 0.812328675042265 0.443401065952153 17.0978371903251 100.264016995931 0.996131206802162 1.70968569833962 118.281044320413 93.0128672697617
"11" 8602730.58611509 5421159301.70916 1589.14739053191 0.812354889333126 0.443401067741157 17.2859216212454 107.833159229796 0.996289011835615 1.710515744318 141.746718260395 120.090808907883
"12" 5161819.76430302 7130183251.28818 1527.81667888422 0.812340018299887 0.443401064582172 17.2266676516066 106.786867966741 0.996385917738173 1.71799699446028 159.809784054725 131.002754970089
"13" 7895748.29641812 9463555155.61862 1664.44059069996 0.812359821979818 0.443401082061437 17.5631327550306 112.828489330429 0.996375137025122 1.70991066492095 109.058342036339 86.8321335850716
"14" 11357334.9021742 12792176351.4601 1711.17526024621 0.812350263619475 0.443401070189114 17.3597063612752 93.5703758426203 0.996036638755896 1.70873732100788 113.079564046844 104.178703480395
"15" 9553500.09713659 10360672037.3665 1547.35898303522 0.812346951805598 0.443401060330042 17.2617921648818 105.342853547573 0.996357112646402 1.71542808977143 136.364980622235 125.797727808769
"16" 8718439.04269466 10137011193.0502 1554.19314197481 0.812345627809413 0.443401061594336 17.3693098056798 107.450322240043 0.99633214637538 1.71332725120559 133.843719326192 101.567854898094
"17" 8986271.21952037 10389342751.1814 1728.64119625983 0.812347893799624 0.4434010753116 17.6126293750401 103.056220661129 0.99616323861179 1.70946906827735 101.252357628159 76.4915324254628
"18" 9414149.22367424 9293734542.9676 1669.3861430826 0.812351406783893 0.443401071779248 17.4809337279756 99.0533063571487 0.99625152867974 1.71546048563586 149.634970337996 114.835793695201
"19" 11241706.0873536 11822706246.2201 1525.34197811567 0.812344527386779 0.443401072713035 16.7264753836598 98.2727604484348 0.996181307608547 1.71382002380249 133.606283473704 124.481955132556
"20" 10213424.1278713 11429020168.2051 1698.76267361815 0.812365290165966 0.443401083055274 17.236552120613 106.693879275193 0.996259437711606 1.71171831692681 129.641041133947 114.923356957539
"21" 9138984.91873831 11038292485.0965 1589.48114041067 0.812346383281219 0.443401088143778 17.8419557590364 107.276894614262 0.996266065118557 1.71186710042089 115.372808078267 89.0151460730659
"22" 5335153.52853385 7581801043.36582 1548.38282807105 0.812345136392642 0.443401080238589 17.4322624065717 103.254100662301 0.99620711466627 1.71254997206299 142.871384046909 117.35560253237
